entidad,mun,pob_tot,p_15ymas,p_6a14,p15ym_an,p_6a14_noa,p_15ymas_edbasinc,psinder,vivpar_hab,vph_pisoti,vph_excsa,vph_aguafv,vph_nodren,vph_s_elec,vph_lavad,vph_refri,vph_cel,vph_pc,vph_inter,vph_tv
16,16084,29268,19900,5652,3079,403,13064,9649,6810,987,6621,329,384,60,3363,4657,3731,867,771,6409
16,16085,33621,24281,5380,2853,520,16002,14362,9244,479,8965,541,1094,59,6425,7455,6241,1460,1362,8899
16,16086,15352,11047,2655,944,170,6472,3090,3985,71,3876,41,92,5,3070,3700,2406,716,684,3856
16,16087,14819,10516,2524,963,111,5609,1769,3948,173,3830,94,131,21,2948,3609,3341,552,269,3683
16,16088,105400,73148,19407,4107,621,27798,23805,29052,344,28421,362,645,111,19481,26015,24630,7667,6518,28326
16,16089,23842,17288,3931,1955,373,10313,10152,6881,293,6670,543,200,56,5550,6416,5204,1123,865,6354
16,16090,15010,10380,2673,850,136,5206,3705,3599,456,3550,206,905,35,1748,2170,2608,422,264,3361
16,16091,14532,10387,2423,1049,131,6113,3877,3936,187,3891,98,127,12,3050,3499,2541,729,714,3704
16,16092,13731,9286,2648,1880,118,6030,2622,3518,546,2971,707,575,254,2049,2801,2084,229,110,2651
16,16093,27788,18872,5274,1723,173,9678,7283,6586,510,5647,1111,1415,141,3136,4352,4169,513,345,6144
16,16094,6202,4755,834,672,100,3672,1964,1879,56,1805,12,101,2,1460,1712,1322,250,241,1815
16,16095,11994,8885,1879,975,172,5285,1809,3429,50,3347,59,60,12,2685,3095,2379,733,727,3272
16,16096,6947,4863,1258,1175,167,3288,1818,1739,266,1520,176,233,72,1178,1377,783,123,62,1352
16,16097,31849,21506,5854,4032,266,13264,6482,8292,1291,7250,396,1243,249,4846,6477,5654,730,269,6820
16,16098,27371,18993,5077,1511,271,10085,8005,7039,487,6583,370,782,82,4363,5431,4812,1076,1061,6256
16,16099,15383,10660,2851,1944,201,7121,1940,3931,389,3577,390,380,123,2541,3340,2203,184,172,3198
16,16100,14432,10339,2358,919,49,4926,3490,3555,252,3455,286,475,37,1518,2455,2425,394,219,3387
16,16101,8966,5893,1868,905,99,4000,1444,2074,372,1645,318,457,225,962,1455,1209,96,20,1372
16,16102,334749,237755,57542,13385,2989,98892,86929,86647,4522,85984,2159,4899,429,62835,75139,73925,24798,27857,83843
16,16103,24708,17909,4010,1741,238,10738,5602,6839,135,6704,102,116,21,5006,6187,4571,1449,1727,6645
16,16104,17166,12490,2812,1634,145,7776,3866,4619,87,4367,89,264,21,3091,4126,2669,632,690,4437
16,16105,20624,14611,3655,1423,211,8499,4277,5210,136,5102,73,96,15,4047,4764,3751,1029,792,5114
16,16106,31404,21956,5691,1944,765,14106,8248,7517,130,7387,29,86,13,5673,6747,4980,1605,1627,7245
16,16107,75632,54429,12767,3344,622,23802,19897,19860,704,19718,340,373,27,14542,17605,14800,5108,4296,19362
16,16108,196208,139168,34087,9954,3480,68315,55512,52767,878,52078,2913,1609,269,37708,46532,39989,15828,19463,51420
16,16109,3200,2531,408,266,17,1538,365,975,11,927,20,33,7,729,892,517,208,179,934
16,16110,47327,33471,8299,3252,311,18654,13594,12251,561,11753,308,563,81,8461,10401,8583,1771,1431,11850
16,16111,17394,11929,3065,884,243,6416,6068,4236,590,4136,206,1141,18,2570,3294,3354,445,514,3873
16,16112,164144,113980,31408,9340,854,49015,59453,40789,3753,40065,1032,1320,585,22056,28962,32321,8409,8043,38670
16,16113,26214,19562,4081,2095,120,11671,4723,7140,50,6922,71,204,16,5078,6394,4370,1001,570,6955
17,,1903811,1410802,302228,69908,11274,455378,295606,523984,19422,514009,29490,12500,2963,331430,462289,413348,166881,184665,498771
17,17001,17772,12865,2995,1150,122,5485,1771,4859,246,4674,192,242,32,2633,4350,3112,801,853,4383
17,17002,22079,15783,3778,986,156,6653,4555,5881,515,5720,997,314,126,3425,4790,4703,1441,1422,5466
17,17003,35689,25170,6273,2564,286,12315,5576,8782,688,8363,1294,517,101,5391,6981,6118,1629,1597,8066
17,17004,85521,61304,14794,4224,820,23668,12690,22804,1359,21979,997,998,220,14146,19558,16904,5658,5391,21441
17,17005,9768,7221,1512,652,54,3554,712,2889,111,2672,67,229,35,1536,2366,1666,353,410,2550
17,17006,194786,144810,31116,6391,1333,43818,38589,53840,1967,53301,2335,544,245,34866,47669,44653,18681,20473,51830
17,17007,366321,288163,48208,7982,1140,63648,64821,107190,1251,106492,2107,532,250,79324,101563,91461,52031,58427,104067
17,17008,99493,71697,16984,3464,726,23461,14963,27289,944,26967,670,360,30,17016,24944,23056,8537,9746,26164
17,17009,19231,13880,3251,476,82,4321,3241,4928,169,4849,1114,208,44,2800,3372,3931,1133,1218,4600
17,17010,17238,12334,2928,734,100,5070,1724,4580,155,4443,570,178,23,2647,3737,3552,906,839,4345
17,17011,214137,160479,33001,5248,637,41812,34703,60509,1141,59941,1479,426,190,41542,55725,51288,23995,26733,58538
17,17012,57121,43333,8444,2236,233,13741,7971,16503,713,16203,536,300,82,10993,15042,12709,4975,5496,15844
17,17013,15690,11638,2452,756,130,4742,1558,4308,134,4192,198,126,24,2508,3556,3042,996,982,4092
17,17014,9967,7353,1582,552,55,2964,926,2823,91,2744,48,63,14,1723,2530,1742,558,651,2640
17,17015,26713,19360,4415,1786,255,9561,2729,7092,646,6808,271,314,51,3144,5960,4641,1213,1489,6564
17,17016,18580,12767,3507,841,114,5497,1853,4634,292,4506,188,774,38,2148,2803,2889,560,579,4273
17,17017,66435,47738,11216,3828,525,18311,8286,16802,1434,16104,1042,439,168,8245,14150,10775,2886,2930,15276
17,17018,116143,84073,19224,4933,829,31761,17439,30363,873,29975,879,264,150,17198,27081,24200,7914,9609,28920
17,17019,27187,19729,4527,1833,151,8954,3351,7171,372,6784,836,943,33,4196,5897,4964,1164,1063,6681
17,17020,46946,34788,7571,1619,349,11225,9144,13008,608,12680,3551,823,155,6834,11053,9442,3758,4004,11910
17,17021,7772,5773,1198,400,42,2214,466,2319,126,2223,114,125,28,1325,1998,1581,433,474,2114
17,17022,20698,13958,4122,830,196,7039,2708,4882,359,4781,54,729,30,2189,2569,3233,532,483,4444
17,17023,7166,4991,1364,301,60,2214,1011,1788,95,1729,978,251,14,978,1083,1174,155,183,1659
17,17024,52110,37957,8623,2484,384,13733,6913,14521,927,14031,909,369,189,8742,12706,10308,2998,3556,13516
17,17025,33844,25391,5306,1668,205,9505,4052,9507,523,9265,652,246,47,5982,8509,6285,2352,2498,8883
17,17026,17714,12820,3048,777,123,4902,2256,4480,256,4353,531,180,48,2518,3567,3431,880,923,4171
17,17027,11992,8409,2130,426,111,3255,1622,3218,183,3084,1281,308,30,1631,2185,2563,434,464,2977
17,17028,68984,49507,11962,2692,597,18315,10695,18527,1189,18031,1295,461,196,10160,16315,14977,4593,5402,17613
17,17029,102690,74831,17284,4055,791,25767,12644,28414,954,27729,1975,529,202,17783,25216,22863,7476,8556,27070
17,17030,52651,37080,9581,2054,403,13526,8474,13081,522,12765,1582,370,100,7395,10708,10195,2747,2985,12532
17,17031,36159,27387,5429,953,169,7166,5077,10444,314,10259,117,72,44,7239,9510,8099,3880,4124,10000
17,17032,9370,6839,1635,303,28,2361,1346,2574,75,2484,217,114,14,1345,2028,1399,524,493,2426
17,17033,15844,11374,2768,710,68,4820,1740,3974,190,3878,414,152,10,1828,2768,2392,688,612,3716
18,,1181050,844407,197979,42524,6922,287593,189920,332553,10729,317819,12993,15420,6876,238196,292024,267471,103206,101633,306569
18,18001,37309,27141,6190,1709,137,9779,3499,10354,417,9574,591,806,133,6701,9068,7749,2135,1886,9443
18,18002,15953,11725,2489,630,55,4503,1673,4755,76,4629,54,98,27,3476,4307,3618,1078,848,4492
18,18003,11851,8884,1781,615,46,4160,715,3595,71,3476,56,120,23,2798,3272,2370,827,670,3383
18,18004,75520,53860,12945,2881,492,22814,12940,21781,365,21251,700,308,238,16413,19827,17667,4903,4560,20225
18,18005,12614,7827,2707,838,110,3937,1940,2789,568,2016,586,1265,680,617,1262,1347,114,68,1385
18,18006,29416,21324,4757,1065,125,7786,6133,8197,105,8107,133,52,71,6299,7594,6630,2753,2279,7900
18,18007,18580,12486,3570,767,153,5493,2848,4763,254,4503,207,703,104,1874,3157,3131,718,624,4240
18,18008,57418,40524,9924,1247,256,10219,9791,16271,172,16149,108,98,43,12828,15232,14719,6663,6567,15625
18,18009,42514,23562,10505,7064,1536,17006,11841,7882,3118,2885,3012,5468,3032,420,1238,1565,189,35,2040
18,18010,33901,24581,5748,2040,163,10177,3839,9837,297,9226,475,683,218,7017,8445,6386,1166,1024,9001
18,18011,24743,17103,4484,1365,195,7304,3933,6640,337,5988,427,771,312,3923,5226,4435,1022,959,5769
18,18012,43979,31839,6954,2219,247,14945,6845,13234,359,12833,368,323,82,8977,11172,10192,2073,1782,12195
18,18013,7499,5669,1173,334,23,2420,545,2266,32,2208,55,66,11,1733,2066,1563,452,364,2154
18,18014,23477,16635,4144,1229,132,7627,3970,6498,352,6139,110,337,137,4570,5565,5020,1067,624,5970
18,18015,97820,71911,15458,4531,413,29613,9836,28998,559,27595,2953,1221,302,21478,25756,20423,5039,4567,27380
18,18016,39718,29685,6170,1984,175,11816,4030,11695,155,11379,504,276,110,8535,10647,8224,2262,2126,11143
18,18017,413608,303182,64131,6515,1218,67664,71576,117850,1271,116589,1249,1262,538,92390,109689,105497,54923,56408,113794
18,18018,30565,22713,4715,1065,150,8516,3708,9169,138,9007,390,165,57,6716,8148,6642,1998,1802,8734
18,18019,14315,9107,3116,1162,253,5969,1400,3256,926,2104,544,1099,521,1036,1384,1275,144,10,1712
18,18020,150250,104649,27018,3264,1043,35845,28858,42723,1157,42161,471,299,237,30395,38969,39018,13680,14430,39984
19,,5119504,3786162,806310,61574,16929,897856,587808,1393542,11197,1383184,19474,22058,2349,1219971,1342403,1218217,628634,700614,1367453
19,19001,2639,1944,443,47,11,583,203,708,16,680,36,25,7,578,665,618,170,127,686
19,19002,2439,1910,346,100,9,953,88,848,1,828,9,98,2,763,827,627,147,177,816
19,19003,1292,1025,158,54,3,641,212,475,1,471,12,15,3,418,454,399,111,73,461
19,19004,34353,25053,5644,424,181,9244,2829,10054,70,9885,176,166,20,9266,9813,8680,3596,3999,9904
19,19005,18194,13059,3218,464,138,5772,1430,5225,98,5143,252,214,48,4345,4919,4349,1349,1454,4985
19,19006,597207,421610,109307,3901,1481,70301,64142,157881,223,157299,236,200,85,143978,154234,144709,81515,92296,155898
19,19007,16152,11420,2984,1183,139,6403,622,4324,546,4132,483,1250,104,2930,3226,2287,354,289,3532
19,19008,3977,2859,655,82,17,1083,190,1213,6,1196,16,25,7,1054,1165,953,295,312,1180
19,19009,95534,68536,16553,1418,532,22887,11083,27685,94,27477,482,2049,26,23267,26252,23774,8929,9948,27075
19,19010,38306,24740,7143,332,234,6337,3068,10474,36,10438,109,18,27,8289,9875,9786,1741,2462,10243
19,19011,7757,5721,1210,220,47,2557,693,2521,9,2454,36,41,35,2228,2380,2153,643,789,2418
19,19012,42715,27973,8072,472,239,7548,4462,11836,43,11813,74,11,32,8890,11039,11086,1952,2673,11555
19,19013,10835,8009,1646,382,50,3862,1265,3343,14,3304,364,362,32,2872,3118,2694,914,1052,3230
19,19014,34110,23514,6714,2334,162,13290,1152,8352,267,8001,2865,4803,126,6036,6879,3993,921,780,7272
19,19015,1632,1248,220,69,7,754,192,536,2,526,19,37,7,463,515,437,66,30,519
19,19016,2861,2058,481,67,27,1005,99,848,17,830,48,19,17,676,784,725,149,149,811
19,19017,41130,29264,7179,2075,352,16234,984,11129,410,10524,2002,1865,113,8332,9622,5867,1153,745,10032
19,19018,247370,160615,48271,1632,1133,34848,25422,67285,381,66924,1091,227,126,53711,63124,61827,20001,26265,65800
19,19019,123156,101634,12604,894,144,14264,13231,34730,89,34213,12,0,0,32581,33970,31757,26669,28153,33923
19,19020,5479,3984,866,162,84,1898,709,1700,15,1684,58,114,9,1494,1619,1449,413,451,1647
19,19021,425148,295949,77950,4372,2035,73519,50530,109822,1042,109154,1096,133,142,94814,104895,98711,43865,45532,108040
19,19022,14795,11027,2351,470,83,5492,1049,4596,120,4540,233,759,72,3915,4324,3644,855,933,4443
19,19023,1044,802,147,33,6,433,48,379,2,370,10,23,8,336,358,306,61,88,363
19,19024,6011,4097,1224,288,37,2221,295,1562,324,1445,262,299,104,888,972,946,116,68,1085
19,19025,67294,42543,14957,458,263,9609,6028,17816,144,17722,80,120,201,14255,16816,16638,4326,4704,17452
19,19026,682880,529332,96482,7307,1228,112818,93290,185778,991,184777,748,385,52,169019,181452,163106,96581,108399,183320
19,19027,1764,1367,248,57,20,782,198,622,1,614,18,35,6,547,603,428,82,80,605
19,19028,1511,1115,232,58,8,497,195,449,2,434,7,29,8,366,415,404,113,104,431
19,19029,6921,5142,1095,153,34,2067,509,2009,21,1986,42,159,9,1706,1943,1570,579,691,1958
19,19030,3571,2591,607,167,15,1308,131,994,106,953,41,80,41,686,777,529,110,88,865
19,19031,333481,220366,67816,3219,1407,50839,41639,88359,975,88016,1259,296,149,75301,84545,80892,27537,32321,87279
19,19032,5238,3838,816,148,25,1774,332,1570,13,1558,32,87,4,1350,1513,1320,312,356,1523
19,19033,79853,58086,12959,1296,297,22815,4694,22265,543,21965,464,1925,128,18278,21071,18289,6632,7494,21506
19,19034,5630,4023,1005,97,42,1604,429,1493,3,1487,9,4,1,1303,1450,1320,447,477,1467
19,19035,955,726,130,9,1,389,50,315,0,313,6,7,4,284,309,248,65,75,305
19,19036,6996,4665,1434,619,49,2884,214,1683,52,1617,396,1101,59,1126,1334,554,60,6,1416
19,19037,5326,3782,969,203,27,1561,308,1455,22,1407,77,118,12,1183,1390,1231,293,292,1395
19,19038,60829,45390,9591,910,284,16723,4104,18024,388,17803,718,1498,93,15683,17155,15039,5858,5802,17357
19,19039,1109171,870857,146844,15157,2784,202592,144829,303546,1955,301786,3259,1132,91,269827,295317,261723,164296,180939,299422
19,19040,971,738,154,34,3,327,47,326,2,320,9,26,6,273,309,209,59,95,303
19,19041,87168,57184,15575,742,501,14332,9840,24256,45,23995,150,57,8,18216,22683,22354,3954,4937,23550
19,19042,4469,3454,679,165,23,1962,842,1510,15,1476,52,179,16,1262,1442,1024,194,341,1441
19,19043,2640,1959,419,206,27,1212,178,778,78,716,34,110,20,564,644,322,60,65,664
19,19044,35456,26803,5281,702,134,8821,2240,10956,51,10904,163,170,25,9777,10639,9009,4158,4141,10798
19,19045,54192,36687,9679,738,337,11829,5009,14778,208,14562,600,773,45,11297,13730,13023,2247,1760,14380
19,19046,430143,351619,48238,3617,1136,62390,52138,120738,153,120179,77,89,47,111388,118998,104490,70588,78772,119763
19,19047,13836,10182,2311,252,110,2959,777,3864,23,3794,84,246,3,3326,3723,3314,1180,1456,3774
19,19048,296954,218747,46506,2947,885,50778,32346,77899,1423,77122,867,355,127,68000,75039,67527,37385,42071,76367
19,19049,42407,32545,6017,661,113,10892,3172,12566,139,12431,229,110,24,11245,12228,10530,5231,5884,12314
19,19050,1632,1265,231,62,4,734,83,582,5,566,28,113,12,452,534,424,46,56,546
19,19051,4080,3105,649,115,21,1229,188,1385,13,1350,44,101,6,1133,1315,923,256,363,1334
20,,3901674,2748042,712223,371944,26543,1411926,670470,1025602,133822,990773,131460,245150,32432,424553,667054,564795,169370,142114,772795
20,20001,882,601,188,129,2,382,118,223,50,212,8,46,9,39,96,26,6,1,147
20,20002,45883,33020,7809,4686,337,18313,8576,12644,1149,11500,1711,957,335,6633,9659,7646,1191,1019,10421
20,20003,2027,1497,331,377,7,967,160,662,159,654,43,388,23,18,122,8,10,2,342
20,20004,930,658,178,58,1,378,240,251,20,239,6,78,3,144,181,30,22,11,209
20,20005,15105,11713,2161,1635,42,5568,1970,4631,148,4549,131,124,76,3145,3900,2945,774,551,4178
20,20006,18525,12800,3540,824,49,5331,2920,4879,637,4774,1137,990,170,2411,3076,3306,711,389,4122
20,20007,2550,1970,339,675,17,1591,710,815,262,779,89,724,15,189,356,338,23,20,567
20,20008,758,573,114,65,2,385,113,255,31,248,3,11,9,82,177,90,7,2,189
20,20009,7102,4853,1316,731,48,3194,773,1869,169,1833,226,943,50,392,1129,723,93,34,1272
20,20010,14277,10791,2124,748,36,4185,1794,4355,74,4260,269,91,44,3211,3911,3414,1039,808,4050
20,20011,1182,805,222,203,15,603,97,304,40,247,6,92,7,117,194,17,7,3,223
20,20012,10497,6434,2465,1514,166,4335,940,2392,674,2354,331,606,312,225,879,1156,133,26,922
20,20013,2953,2251,419,196,10,1262,438,866,96,848,9,87,10,627,682,460,119,62,799
20,20014,28637,21645,4357,1597,35,7839,4396,8252,262,8151,108,105,73,5413,7349,6938,2463,2196,7686
20,20015,4823,3205,1028,1156,87,2736,639,1084,260,1009,117,559,26,130,473,186,7,3,731
20,20016,9936,5576,2722,2694,292,4860,1261,1661,619,1502,46,1338,138,90,250,29,21,3,445
20,20017,3365,2413,557,526,21,1781,346,939,166,906,91,670,21,215,469,189,12,8,509
20,20018,803,565,148,46,4,422,170,242,18,218,23,64,8,86,111,87,6,2,127
20,20019,2934,2085,557,392,14,1619,131,839,154,833,1,343,6,324,464,60,22,6,597
20,20020,3947,2385,1010,684,68,1510,696,804,176,766,21,283,43,271,496,440,93,51,491
20,20021,15866,11556,2671,1290,61,5530,3167,4343,503,4101,302,275,107,2354,3371,3086,685,827,3633
20,20022,716,586,82,39,0,357,202,276,9,259,22,84,8,106,176,68,5,2,234
20,20023,21597,15375,3784,769,81,6322,4859,5349,387,5230,1352,1539,215,2672,3932,4299,963,552,4791
20,20024,3643,2501,737,775,63,2006,719,955,122,931,85,840,49,164,414,30,27,15,607
20,20025,11413,7999,2104,1029,138,4632,2630,3183,129,3056,390,97,41,2012,2546,2320,329,413,2697
20,20026,9066,6468,1685,693,28,3185,1148,2567,579,2518,327,1124,80,851,741,1030,151,36,1658
20,20027,2251,1651,402,588,9,1320,329,756,97,739,77,503,29,77,222,22,23,10,382
20,20028,20915,14818,3518,2288,254,9685,3404,5350,1165,5146,765,386,124,2340,3555,2989,406,272,4292
20,20029,4135,2641,944,948,65,2004,401,1097,190,1087,243,599,89,41,165,85,28,10,391
20,20030,8575,6714,1110,476,13,2099,1265,2464,21,2433,106,28,29,1839,2299,2038,867,884,2347
20,20031,7102,4877,1437,1520,101,3386,1099,2006,357,1973,69,1085,74,197,612,929,162,23,1287
20,20032,996,746,143,168,3,498,199,295,22,259,116,104,7,179,210,16,3,0,205
20,20033,2637,2023,398,63,7,791,673,694,34,687,22,84,28,444,592,546,195,179,634
20,20034,1172,839,192,103,2,547,89,323,17,315,72,13,0,209,257,47,9,0,267
20,20035,531,400,80,7,0,108,63,148,15,148,1,3,0,91,134,122,64,36,140
20,20036,5409,3647,1111,642,35,2571,469,1469,132,1411,57,559,32,241,685,169,89,50,889
20,20037,4380,2915,916,811,51,2126,427,1085,128,990,59,502,84,240,698,194,38,15,567
20,20038,1917,1442,308,285,25,1047,434,522,64,516,8,52,41,126,347,73,44,17,338
20,20039,77547,54350,13985,3387,329,20707,21387,19440,1397,19069,2007,1245,529,12021,15289,14176,5201,4135,17416
20,20040,6299,3842,1579,1631,95,3091,1188,1540,390,1474,764,646,127,26,156,58,14,3,495
20,20041,31551,21708,6304,6693,321,13728,10248,8284,2549,8082,2797,2983,356,1002,2346,2628,708,458,4489
20,20042,8268,5738,1582,428,34,2913,628,2308,464,2285,24,961,17,824,1306,963,416,256,1535
20,20043,98043,71746,15977,8365,390,31099,16979,25184,999,24878,967,291,116,15436,21338,17734,5380,4996,23307
20,20044,42884,30852,7314,3546,280,16735,6773,12874,783,12375,648,578,201,7793,10087,9223,1992,1966,11259
20,20045,8303,6031,1440,117,14,1964,1258,2317,75,2288,122,640,14,1632,2021,2067,712,413,2239
20,20046,3149,2379,480,316,11,1499,377,934,200,904,178,238,35,415,566,180,42,10,590
20,20047,87,72,10,4,0,42,9,31,2,29,1,0,1,15,29,12,0,0,22
20,20048,1375,760,370,138,5,535,209,238,76,231,26,218,19,26,45,50,3,0,108
20,20049,1146,816,193,64,4,446,259,294,61,283,19,251,3,113,187,183,15,7,248
20,20050,3381,2122,820,726,11,1563,508,897,202,877,219,877,52,155,151,15,22,3,232
20,20051,4563,2955,969,908,99,2697,1131,1002,263,968,305,724,37,183,480,518,14,5,657
20,20052,6038,4502,918,454,22,2162,810,1862,118,1736,95,176,106,744,1421,1073,183,102,1504
20,20053,1220,959,173,132,1,484,139,399,17,382,18,10,2,183,345,281,72,40,369
20,20054,415,304,69,23,1,196,33,142,24,138,1,16,4,64,91,65,7,0,97
20,20055,3486,2468,629,343,29,1616,394,913,35,852,9,63,7,632,725,381,59,37,742
20,20056,1424,980,279,137,7,566,126,401,43,376,59,53,11,143,308,34,17,7,328
20,20058,13097,8600,2969,2795,111,6492,1633,3507,1007,3342,733,649,118,225,894,69,60,19,1561
20,20059,42312,29145,8203,4175,222,15858,12467,11021,1695,10837,1206,2124,201,3611,7136,7953,1782,1169,8591
20,20060,2585,1762,554,406,7,1165,358,666,149,632,31,294,52,11,68,141,8,2,197
20,20061,2722,1841,539,419,23,1325,360,699,100,607,87,260,24,185,391,402,30,6,495
20,20062,475,366,74,20,1,182,50,141,17,140,0,2,1,77,122,40,26,10,127
20,20063,3910,2992,582,41,8,877,818,1020,20,1005,35,75,10,714,911,840,330,251,969
20,20064,7385,5341,1228,502,40,3437,644,2094,336,1973,106,134,94,730,1308,1030,140,101,1492
20,20065,1209,973,119,329,12,725,407,377,71,342,18,116,5,121,241,120,8,3,222
20,20066,5327,3952,847,637,10,2251,657,1596,46,1552,83,46,31,935,1348,1027,138,99,1418
